brand,cleaned_model,productionyear,count,rounded Count,%,Status,Error,L.B,U.B
Dodge,Sigma,,33,30,0.00%,Extremely Rare,5,25,35
Dodge,Spirit,,60,60,0.00%,Very Rare,5,55,65
Dodge,Sprint,,3,0,0.00%,Nearly Unique,5,0,5
Dodge,St. Regis ,,7,5,0.00%,Nearly Unique,5,0,10
Dodge,Stealth,,30,30,0.00%,Extremely Rare,5,25,35
Dodge,Super Bee,,1,0,0.00%,Unique,5,0,5
Dodge,Swinger,,2,0,0.00%,Nearly Unique,5,0,5
Dodge,Viper,,4,0,0.00%,Nearly Unique,5,0,5
Dodge,,,73,70,0.00%,Very Rare,5,65,75
Ducati,250,,2,0,0.00%,Nearly Unique,5,0,5
Ducati,600,,2,0,0.00%,Nearly Unique,5,0,5
Ducati,748,,1,0,0.00%,Unique,5,0,5
Ducati,749,,1,0,0.00%,Unique,5,0,5
Ducati,Monster,,2,0,0.00%,Nearly Unique,5,0,5
Edsel,Ranger,,1,0,0.00%,Unique,5,0,5
Excalibur,500,,5,5,0.00%,Nearly Unique,5,0,10
Excalibur,Phaeton III,,1,0,0.00%,Unique,5,0,5
Excalibur,SS Phaeton,,3,0,0.00%,Nearly Unique,5,0,5
Ferrari,348,,6,5,0.00%,Nearly Unique,5,0,10
Ferrari,355,,3,0,0.00%,Nearly Unique,5,0,5
Ferrari,400,,2,0,0.00%,Nearly Unique,5,0,5
Ferrari,355 Spider,,2,0,0.00%,Nearly Unique,5,0,5
Ferrari,360 Modena,,6,5,0.00%,Nearly Unique,5,0,10
Ferrari,512 Berlinetta Boxter,,2,0,0.00%,Nearly Unique,5,0,5
Ferrari,550 Maranello,,1,0,0.00%,Unique,5,0,5
Ferrari,Dino 206 GT,,5,5,0.00%,Nearly Unique,5,0,10
Ferrari,F355,,16,15,0.00%,Nearly Unique,5,10,20
Ferrari,Mondial,,3,0,0.00%,Nearly Unique,5,0,5
Ferrari,Testarossa,,3,0,0.00%,Nearly Unique,5,0,5
Ferrari,,,31,30,0.00%,Extremely Rare,5,25,35
Fiat,16,,1,0,0.00%,Unique,5,0,5
Fiat,26,,1,0,0.00%,Unique,5,0,5
Fiat,55,,11,10,0.00%,Nearly Unique,5,5,15
Fiat,60,,11,10,0.00%,Nearly Unique,5,5,15
Fiat,70,,9,5,0.00%,Nearly Unique,5,0,10
Fiat,75,,4,0,0.00%,Nearly Unique,5,0,5
Fiat,85,,11,10,0.00%,Nearly Unique,5,5,15
Fiat,100,,14,10,0.00%,Nearly Unique,5,5,15
Fiat,105,,12,10,0.00%,Nearly Unique,5,5,15
Fiat,110,,7,5,0.00%,Nearly Unique,5,0,10
Fiat,122,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,123,,4,0,0.00%,Nearly Unique,5,0,5
Fiat,124,,1558,1550,0.10%,Scarce,25,1525,1575
Fiat,125,,4250,4250,0.27%,Uncommon,25,4225,4275
Fiat,126,,26,25,0.00%,Extremely Rare,5,20,30
Fiat,127,,1851,1850,0.12%,Scarce,25,1825,1875
Fiat,128,,1397,1390,0.09%,Scarce,25,1365,1415
Fiat,130,,55,55,0.00%,Very Rare,5,50,60
Fiat,131,,1912,1910,0.12%,Scarce,25,1885,1935
Fiat,132,,8161,8160,0.52%,Uncommon,100,8060,8260
Fiat,136,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,138,,24,20,0.00%,Extremely Rare,5,15,25
Fiat,140,,4,0,0.00%,Nearly Unique,5,0,5
Fiat,145,,1,0,0.00%,Unique,5,0,5
Fiat,152,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,160,,11,10,0.00%,Nearly Unique,5,5,15
Fiat,175,,1,0,0.00%,Unique,5,0,5
Fiat,180,,3,0,0.00%,Nearly Unique,5,0,5
Fiat,220,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,300,,12,10,0.00%,Nearly Unique,5,5,15
Fiat,343,,1,0,0.00%,Unique,5,0,5
Fiat,455,,4,0,0.00%,Nearly Unique,5,0,5
Fiat,500,,23,20,0.00%,Extremely Rare,5,15,25
Fiat,545,,7,5,0.00%,Nearly Unique,5,0,10
Fiat,600,,93,90,0.01%,Very Rare,5,85,95
Fiat,616,,3,0,0.00%,Nearly Unique,5,0,5
Fiat,640,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,645,,3,0,0.00%,Nearly Unique,5,0,5
Fiat,693,,4,0,0.00%,Nearly Unique,5,0,5
Fiat,697,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,750,,1,0,0.00%,Unique,5,0,5
Fiat,780,,1,0,0.00%,Unique,5,0,5
Fiat,850,,281,280,0.02%,Rare,25,255,305
Fiat,900,,1,0,0.00%,Unique,5,0,5
Fiat,1000,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,1050,,6,5,0.00%,Nearly Unique,5,0,10
Fiat,1100,,512,510,0.03%,Very Scarce,25,485,535
Fiat,1107,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,1155,,1,0,0.00%,Unique,5,0,5
Fiat,1200,,71,70,0.00%,Very Rare,5,65,75
Fiat,1300,,141,140,0.01%,Very Rare,25,115,165
Fiat,1430,,1,0,0.00%,Unique,5,0,5
Fiat,1500,,1780,1780,0.12%,Scarce,25,1755,1805
Fiat,1580,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,1600,,154,150,0.01%,Very Rare,25,125,175
Fiat,1800,,219,215,0.01%,Very Rare,25,190,240
Fiat,2000,,587,585,0.04%,Very Scarce,25,560,610
Fiat,2100,,15,15,0.00%,Nearly Unique,5,10,20
Fiat,2300,,70,70,0.00%,Very Rare,5,65,75
Fiat,2595,,1,0,0.00%,Unique,5,0,5
Fiat,6000,,1,0,0.00%,Unique,5,0,5
Fiat,16000,,1,0,0.00%,Unique,5,0,5
Fiat,238 E,,17,15,0.00%,Nearly Unique,5,10,20
Fiat,500L,,9,5,0.00%,Nearly Unique,5,0,10
Fiat,A,,59,55,0.00%,Very Rare,5,50,60
Fiat,Abart,,6,5,0.00%,Nearly Unique,5,0,10
Fiat,Allis,,183,180,0.01%,Very Rare,25,155,205
Fiat,Argenta,,1316,1310,0.08%,Scarce,25,1285,1335
Fiat,Autobianqui,,40,40,0.00%,Very Rare,5,35,45
Fiat,Barchetta,,19,15,0.00%,Nearly Unique,5,10,20
Fiat,Brava,,748,745,0.05%,Very Scarce,25,720,770
Fiat,Bravo,,417,415,0.03%,Rare,25,390,440
Fiat,Cambinata,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,Cifa,,1,0,0.00%,Unique,5,0,5
Fiat,Croma,,100,100,0.01%,Very Rare,25,75,125
Fiat,Dino Spider,,1,0,0.00%,Unique,5,0,5
Fiat,Doblo,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,Ducato,,309,305,0.02%,Rare,25,280,330
Fiat,Duna,,1,0,0.00%,Unique,5,0,5
Fiat,Fa 23,,1,0,0.00%,Unique,5,0,5
Fiat,Farina,,60,60,0.00%,Very Rare,5,55,65
Fiat,FE,,1,0,0.00%,Unique,5,0,5
Fiat,FH,,6,5,0.00%,Nearly Unique,5,0,10
Fiat,Fiat Uno,,1,0,0.00%,Unique,5,0,5
Fiat,Fiorina,,113,110,0.01%,Very Rare,25,85,135
Fiat,Fiorino,,2517,2510,0.16%,Scarce,25,2485,2535
Fiat,Fire Truck,,1,0,0.00%,Unique,5,0,5
Fiat,FL,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,FR,,27,25,0.00%,Extremely Rare,5,20,30
Fiat,Furgone,,1,0,0.00%,Unique,5,0,5
Fiat,GL,,5,5,0.00%,Nearly Unique,5,0,10
Fiat,GLS,,4,0,0.00%,Nearly Unique,5,0,5
Fiat,Hitachi,,140,140,0.01%,Very Rare,25,115,165
Fiat,Hp 127,,1,0,0.00%,Unique,5,0,5
Fiat,Iveco,,27,25,0.00%,Extremely Rare,5,20,30
Fiat,Marea,,247,245,0.02%,Rare,25,220,270
Fiat,Merafiery,,70,70,0.00%,Very Rare,5,65,75
Fiat,Multipla,,17,15,0.00%,Nearly Unique,5,10,20
Fiat,New Holland,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,Panda,,176,175,0.01%,Very Rare,25,150,200
Fiat,Pininfarina,,1,0,0.00%,Unique,5,0,5
Fiat,Poloner,,23,20,0.00%,Extremely Rare,5,15,25
Fiat,Punto,,965,965,0.06%,Very Scarce,25,940,990
Fiat,Racing,,361,360,0.02%,Rare,25,335,385
Fiat,Rally,,5,5,0.00%,Nearly Unique,5,0,10
Fiat,Regata,,238,235,0.02%,Very Rare,25,210,260
Fiat,Ritmo,,1426,1420,0.09%,Scarce,25,1395,1445
Fiat,Scudo,,85,85,0.01%,Very Rare,5,80,90
Fiat,Seicento,,1,0,0.00%,Unique,5,0,5
Fiat,Siema,,1,0,0.00%,Unique,5,0,5
Fiat,Siena,,1,0,0.00%,Unique,5,0,5
Fiat,Special,,109,105,0.01%,Very Rare,25,80,130
Fiat,Spider,,9,5,0.00%,Nearly Unique,5,0,10
Fiat,Strada,,1,0,0.00%,Unique,5,0,5
Fiat,Super,,211,210,0.01%,Very Rare,25,185,235
Fiat,T,,5,5,0.00%,Nearly Unique,5,0,10
Fiat,Talento,,9,5,0.00%,Nearly Unique,5,0,10
Fiat,Tempra,,194,190,0.01%,Very Rare,25,165,215
Fiat,Tio Rino,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,Tipo,,219,215,0.01%,Very Rare,25,190,240
Fiat,Tofas,,1,0,0.00%,Unique,5,0,5
Fiat,Topolino,,1,0,0.00%,Unique,5,0,5
Fiat,Torino,,4,0,0.00%,Nearly Unique,5,0,5
Fiat,Towns,,1,0,0.00%,Unique,5,0,5
Fiat,UlysSE,,3,0,0.00%,Nearly Unique,5,0,5
Fiat,UNO,,715,715,0.05%,Very Scarce,25,690,740
Fiat,VAN,,18,15,0.00%,Nearly Unique,5,10,20
Fiat,Wagon,,2,0,0.00%,Nearly Unique,5,0,5
Fiat,X 119,,6,5,0.00%,Nearly Unique,5,0,10
Fiat,,,298,295,0.02%,Rare,25,270,320
Ford,300,,2,0,0.00%,Nearly Unique,5,0,5
Ford,450,,1,0,0.00%,Unique,5,0,5
Ford,500,,127,125,0.01%,Very Rare,25,100,150
Ford,17 M ,,93,90,0.01%,Very Rare,5,85,95
Ford,20M,,1,0,0.00%,Unique,5,0,5
Ford,Aerostar,,102,100,0.01%,Very Rare,25,75,125
Ford,Ambulance,,6,5,0.00%,Nearly Unique,5,0,10
Ford,Anglia,,27,25,0.00%,Extremely Rare,5,20,30
Ford,Aspire,,2,0,0.00%,Nearly Unique,5,0,5
Ford,Branco ,,52,50,0.00%,Very Rare,5,45,55
Ford,Bronco,,60,60,0.00%,Very Rare,5,55,65
Ford,Capri,,6,5,0.00%,Nearly Unique,5,0,10
Ford,Cargo,,2,0,0.00%,Nearly Unique,5,0,5
Ford,Club Wagon,,10,10,0.00%,Nearly Unique,5,5,15
Ford,Continental,,14,10,0.00%,Nearly Unique,5,5,15
Ford,Contour,,193,190,0.01%,Very Rare,25,165,215
Ford,Corsair,,51,50,0.00%,Very Rare,5,45,55
Ford,Cortina,,56,55,0.00%,Very Rare,5,50,60
Ford,Cougar,,10,10,0.00%,Nearly Unique,5,5,15
Ford,Country Squire,,6,5,0.00%,Nearly Unique,5,0,10
Ford,Courier,,829,825,0.05%,Very Scarce,25,800,850
Ford,Crown Victoria,,139,135,0.01%,Very Rare,25,110,160
Ford,Econoline,,85,85,0.01%,Very Rare,5,80,90
Ford,Econovan,,26,25,0.00%,Extremely Rare,5,20,30
Ford,Escape,,10,10,0.00%,Nearly Unique,5,5,15
Ford,Escort,,373,370,0.02%,Rare,25,345,395
Ford,Excursion,,5,5,0.00%,Nearly Unique,5,0,10
Ford,Executive,,1,0,0.00%,Unique,5,0,5
Ford,Expedition,,208,205,0.01%,Very Rare,25,180,230
Ford,Explorer,,1092,1090,0.07%,Scarce,25,1065,1115
Ford,Express,,3,0,0.00%,Nearly Unique,5,0,5
Ford,F 100 ,,66,65,0.00%,Very Rare,5,60,70
Ford,F 150 ,,60,60,0.00%,Very Rare,5,55,65
Ford,F 250 ,,188,185,0.01%,Very Rare,25,160,210
Ford,F 350 ,,42,40,0.00%,Very Rare,5,35,45
Ford,F 600 ,,38,35,0.00%,Extremely Rare,5,30,40
Ford,F-150,,25,25,0.00%,Extremely Rare,5,20,30
Ford,F-250,,20,20,0.00%,Extremely Rare,5,15,25
Ford,F-300,,1,0,0.00%,Unique,5,0,5
Ford,F-350,,16,15,0.00%,Nearly Unique,5,10,20
Ford,F-500,,14,10,0.00%,Nearly Unique,5,5,15
Ford,F-700,,14,10,0.00%,Nearly Unique,5,5,15
Ford,F-750,,1,0,0.00%,Unique,5,0,5
Ford,F-800,,16,15,0.00%,Nearly Unique,5,10,20
Ford,F-850,,8,5,0.00%,Nearly Unique,5,0,10
Ford,F-900,,2,0,0.00%,Nearly Unique,5,0,5
Ford,F-950,,9,5,0.00%,Nearly Unique,5,0,10
Ford,Fairlane,,67,65,0.00%,Very Rare,5,60,70
Ford,Fairmont,,11,10,0.00%,Nearly Unique,5,5,15
Ford,Falcon,,199,195,0.01%,Very Rare,25,170,220
Ford,Ferego,,1,0,0.00%,Unique,5,0,5
Ford,Festiva,,2,0,0.00%,Nearly Unique,5,0,5
Ford,Fiesta,,432,430,0.03%,Rare,25,405,455
Ford,Focus,,139,135,0.01%,Very Rare,25,110,160
Ford,Galaxie,,106,105,0.01%,Very Rare,25,80,130
Ford,Galaxie 500,,48,45,0.00%,Very Rare,5,40,50
Ford,Granada,,2,0,0.00%,Nearly Unique,5,0,5
Ford,Kaster,,5,5,0.00%,Nearly Unique,5,0,10
Ford,Limited,,5,5,0.00%,Nearly Unique,5,0,10
Ford,Mark,,4,0,0.00%,Nearly Unique,5,0,5
Ford,Model A,,2,0,0.00%,Nearly Unique,5,0,5
Ford,Mondeo,,20,20,0.00%,Extremely Rare,5,15,25
Ford,MT5,,1,0,0.00%,Unique,5,0,5
Ford,Mustang,,618,615,0.04%,Very Scarce,25,590,640
Ford,Mustang Cobra,,1,0,0.00%,Unique,5,0,5
Ford,Orion,,6,5,0.00%,Nearly Unique,5,0,10
Ford,P3 KO,,2,0,0.00%,Nearly Unique,5,0,5
Ford,Probe,,34,30,0.00%,Extremely Rare,5,25,35
Ford,Ranger,,143,140,0.01%,Very Rare,25,115,165
Ford,Scorpio,,120,120,0.01%,Very Rare,25,95,145
Ford,Shelby Cobra,,3,0,0.00%,Nearly Unique,5,0,5
Ford,Sierra,,91,90,0.01%,Very Rare,5,85,95
Ford,Super 17.M,,1,0,0.00%,Unique,5,0,5
Ford,Super Deluxe,,2,0,0.00%,Nearly Unique,5,0,5
Ford,T,,8,5,0.00%,Nearly Unique,5,0,10
Ford,T1000,,4,0,0.00%,Nearly Unique,5,0,5
Ford,Taurus,,807,805,0.05%,Very Scarce,25,780,830
Ford,Tempo,,72,70,0.00%,Very Rare,5,65,75
Ford,Thunderbird,,184,180,0.01%,Very Rare,25,155,205
Ford,TLD,,1,0,0.00%,Unique,5,0,5
Ford,Tornado,,3,0,0.00%,Nearly Unique,5,0,5
Ford,Tracker,,13,10,0.00%,Nearly Unique,5,5,15
Ford,Transit,,408,405,0.03%,Rare,25,380,430
Ford,TT1,,5,5,0.00%,Nearly Unique,5,0,10
Ford,TT1000,,6,5,0.00%,Nearly Unique,5,0,10
Ford,Windstar,,100,100,0.01%,Very Rare,25,75,125
Ford,Zephyr,,37,35,0.00%,Extremely Rare,5,30,40
Ford,,,153,150,0.01%,Very Rare,25,125,175
Geely,Scooter,,19,15,0.00%,Nearly Unique,5,10,20
GMC,100,,10,10,0.00%,Nearly Unique,5,5,15
GMC,1500,,153,150,0.01%,Very Rare,25,125,175
GMC,2500,,258,255,0.02%,Rare,25,230,280
GMC,3500,,407,405,0.03%,Rare,25,380,430
GMC,4000,,24,20,0.00%,Extremely Rare,5,15,25
GMC,4500,,2,0,0.00%,Nearly Unique,5,0,5
GMC,5000,,30,30,0.00%,Extremely Rare,5,25,35
GMC,6000,,100,100,0.01%,Very Rare,25,75,125
GMC,6500,,10,10,0.00%,Nearly Unique,5,5,15
GMC,7000,,34,30,0.00%,Extremely Rare,5,25,35
GMC,8000,,3,0,0.00%,Nearly Unique,5,0,5
GMC,Acadia,,2,0,0.00%,Nearly Unique,5,0,5
GMC,Astro,,4,0,0.00%,Nearly Unique,5,0,5
GMC,Blazer,,55,55,0.00%,Very Rare,5,50,60
GMC,C 20,,13,10,0.00%,Nearly Unique,5,5,15
GMC,C 25,,29,25,0.00%,Extremely Rare,5,20,30
GMC,C 30,,28,25,0.00%,Extremely Rare,5,20,30
GMC,C 35,,133,130,0.01%,Very Rare,25,105,155
GMC,C 3500,,41,40,0.00%,Very Rare,5,35,45
GMC,C 50,,2,0,0.00%,Nearly Unique,5,0,5
GMC,Comanche,,1,0,0.00%,Unique,5,0,5
GMC,CS,,12,10,0.00%,Nearly Unique,5,5,15
GMC,Custom,,10,10,0.00%,Nearly Unique,5,5,15
GMC,D,,5,5,0.00%,Nearly Unique,5,0,10
GMC,Envoy,,24,20,0.00%,Extremely Rare,5,15,25
GMC,GM,,2,0,0.00%,Nearly Unique,5,0,5
GMC,GMC,,34,30,0.00%,Extremely Rare,5,25,35
GMC,Jimmy,,1908,1900,0.12%,Scarce,25,1875,1925
GMC,Rally,,25,25,0.00%,Extremely Rare,5,20,30
GMC,S 10,,3,0,0.00%,Nearly Unique,5,0,5
GMC,S 14,,5,5,0.00%,Nearly Unique,5,0,10
GMC,S 15,,9,5,0.00%,Nearly Unique,5,0,10
GMC,S 35,,2,0,0.00%,Nearly Unique,5,0,5
GMC,S 500,,1,0,0.00%,Unique,5,0,5
GMC,Safari,,107,105,0.01%,Very Rare,25,80,130
GMC,Savana,,14,10,0.00%,Nearly Unique,5,5,15
GMC,Sierra,,143,140,0.01%,Very Rare,25,115,165
GMC,Sonoma,,48,45,0.00%,Very Rare,5,40,50
GMC,Suburban,,129,125,0.01%,Very Rare,25,100,150
GMC,Typhoon,,1,0,0.00%,Unique,5,0,5
GMC,Vandura,,148,145,0.01%,Very Rare,25,120,170
GMC,Yukon,,245,245,0.02%,Rare,25,220,270
GMC,Yukon Denali,,1,0,0.00%,Unique,5,0,5
GMC,,,23,20,0.00%,Extremely Rare,5,15,25
Harley Davidson,800,,1,0,0.00%,Unique,5,0,5
Harley Davidson,883,,2,0,0.00%,Nearly Unique,5,0,5
Harley Davidson,1000,,6,5,0.00%,Nearly Unique,5,0,10
Harley Davidson,1100,,1,0,0.00%,Unique,5,0,5
Harley Davidson,1200,,78,75,0.00%,Very Rare,5,70,80
Harley Davidson,1340,,80,80,0.01%,Very Rare,5,75,85
Harley Davidson,1400,,6,5,0.00%,Nearly Unique,5,0,10
Harley Davidson,1450,,20,20,0.00%,Extremely Rare,5,15,25
Harley Davidson,1584,,2,0,0.00%,Nearly Unique,5,0,5
Harley Davidson,1600,,1,0,0.00%,Unique,5,0,5
Harley Davidson,Custom Bike,,1,0,0.00%,Unique,5,0,5
Harley Davidson,Electra Glide ,,5,5,0.00%,Nearly Unique,5,0,10
Harley Davidson,Fat Boy ,,15,15,0.00%,Nearly Unique,5,10,20
Harley Davidson,FLHRC,,17,15,0.00%,Nearly Unique,5,10,20
Harley Davidson,FLST,,11,10,0.00%,Nearly Unique,5,5,15
Harley Davidson,FLST ,,21,20,0.00%,Extremely Rare,5,15,25
Harley Davidson,FX,,12,10,0.00%,Nearly Unique,5,5,15
Harley Davidson,FXD,,9,5,0.00%,Nearly Unique,5,0,10
Harley Davidson,FYLB,,1,0,0.00%,Unique,5,0,5
Harley Davidson,Heritage Softail,,2,0,0.00%,Nearly Unique,5,0,5
Harley Davidson,K00,,1,0,0.00%,Unique,5,0,5
Harley Davidson,Road King,,35,35,0.00%,Extremely Rare,5,30,40
Harley Davidson,RS,,2,0,0.00%,Nearly Unique,5,0,5
Harley Davidson,Screamin' Eagle ,,1,0,0.00%,Unique,5,0,5
Harley Davidson,Shovelhead,,1,0,0.00%,Unique,5,0,5
Harley Davidson,Softail,,9,5,0.00%,Nearly Unique,5,0,10
Harley Davidson,Sportster ,,1,0,0.00%,Unique,5,0,5
Harley Davidson,Springer ,,5,5,0.00%,Nearly Unique,5,0,10
Harley Davidson,Ultra Classic,,3,0,0.00%,Nearly Unique,5,0,5
Harley Davidson,XL,,16,15,0.00%,Nearly Unique,5,10,20
Harley Davidson,XLH,,7,5,0.00%,Nearly Unique,5,0,10
Harley Davidson,XLH 883,,5,5,0.00%,Nearly Unique,5,0,10
Hillman,Hunter,,65,65,0.00%,Very Rare,5,60,70
Hillman,Husky ,,2,0,0.00%,Nearly Unique,5,0,5
Hillman,Minx,,44,40,0.00%,Very Rare,5,35,45
Hillman,Super Fox,,12,10,0.00%,Nearly Unique,5,5,15
Hillman,Super Minx ,,15,15,0.00%,Nearly Unique,5,10,20
Hillman,,,1,0,0.00%,Unique,5,0,5
Honda,1.5,,1,0,0.00%,Unique,5,0,5
Honda,1.6,,1,0,0.00%,Unique,5,0,5
Honda,50,,445,445,0.03%,Rare,25,420,470
Honda,70,,46,45,0.00%,Very Rare,5,40,50
Honda,80,,63,60,0.00%,Very Rare,5,55,65
Honda,90,,65,65,0.00%,Very Rare,5,60,70
Honda,110,,82,80,0.01%,Very Rare,5,75,85
Honda,250,,1189,1180,0.08%,Scarce,25,1155,1205
Honda,270,,1,0,0.00%,Unique,5,0,5
Honda,312,,7,5,0.00%,Nearly Unique,5,0,10
Honda,360,,41,40,0.00%,Very Rare,5,35,45
Honda,400,,179,175,0.01%,Very Rare,25,150,200
Honda,450,,13,10,0.00%,Nearly Unique,5,5,15
Honda,500,,26,25,0.00%,Extremely Rare,5,20,30
Honda,550,,35,35,0.00%,Extremely Rare,5,30,40
Honda,600,,196,195,0.01%,Very Rare,25,170,220
Honda,650,,73,70,0.00%,Very Rare,5,65,75
Honda,680,,2,0,0.00%,Nearly Unique,5,0,5
Honda,700,,16,15,0.00%,Nearly Unique,5,10,20
Honda,750,,238,235,0.02%,Very Rare,25,210,260
Honda,800,,6,5,0.00%,Nearly Unique,5,0,10
Honda,900,,21,20,0.00%,Extremely Rare,5,15,25
Honda,1000,,28,25,0.00%,Extremely Rare,5,20,30
Honda,1100,,62,60,0.00%,Very Rare,5,55,65
Honda,1200,,22,20,0.00%,Extremely Rare,5,15,25
Honda,1250,,307,305,0.02%,Rare,25,280,330
Honda,1300,,3,0,0.00%,Nearly Unique,5,0,5
Honda,1500,,108,105,0.01%,Very Rare,25,80,130
Honda,1600,,19,15,0.00%,Nearly Unique,5,10,20
Honda,1800,,3,0,0.00%,Nearly Unique,5,0,5
Honda,3600,,3,0,0.00%,Nearly Unique,5,0,5
Honda,A 70,,10,10,0.00%,Nearly Unique,5,5,15
Honda,Accord,,56696,56690,3.64%,Common,250,56440,56940
Honda,Acty ,,18,15,0.00%,Nearly Unique,5,10,20
Honda,Acura ,,26,25,0.00%,Extremely Rare,5,20,30
Honda,Address,,5,5,0.00%,Nearly Unique,5,0,10
Honda,Aero Deck ,,2,0,0.00%,Nearly Unique,5,0,5
Honda,AF 24,,2,0,0.00%,Nearly Unique,5,0,5
Honda,Africa Twin,,64,60,0.00%,Very Rare,5,55,65
Honda,Air Blade,,1,0,0.00%,Unique,5,0,5
Honda,AX,,11,10,0.00%,Nearly Unique,5,5,15
Honda,AX-1 ,,367,365,0.02%,Rare,25,340,390
Honda,Baja,,2,0,0.00%,Nearly Unique,5,0,5
Honda,Bali,,3,0,0.00%,Nearly Unique,5,0,5
Honda,Ballade,,50,50,0.00%,Very Rare,5,45,55
Honda,BC,,1,0,0.00%,Unique,5,0,5
Honda,Blade ,,14,10,0.00%,Nearly Unique,5,5,15
Honda,Broad ,,15,15,0.00%,Nearly Unique,5,10,20
Honda,C 100,,3,0,0.00%,Nearly Unique,5,0,5
Honda,C 50,,40,40,0.00%,Very Rare,5,35,45
Honda,C 70,,44,40,0.00%,Very Rare,5,35,45
Honda,C 90,,26,25,0.00%,Extremely Rare,5,20,30
Honda,Campy ,,4,0,0.00%,Nearly Unique,5,0,5
Honda,Canopy,,167,165,0.01%,Very Rare,25,140,190
Honda,Caren ,,4,0,0.00%,Nearly Unique,5,0,5
Honda,CB,,105,105,0.01%,Very Rare,25,80,130
Honda,CBF,,8,5,0.00%,Nearly Unique,5,0,10
Honda,CBR,,143,140,0.01%,Very Rare,25,115,165
Honda,CBX,,66,65,0.00%,Very Rare,5,60,70
Honda,CD,,47,45,0.00%,Very Rare,5,40,50
Honda,Celerio ,,1,0,0.00%,Unique,5,0,5
Honda,CF,,2,0,0.00%,Nearly Unique,5,0,5
Honda,CG,,1,0,0.00%,Unique,5,0,5
Honda,CGFDR,,1,0,0.00%,Unique,5,0,5
Honda,CH,,8,5,0.00%,Nearly Unique,5,0,10
Honda,Charo ,,3,0,0.00%,Nearly Unique,5,0,5
Honda,Chatelet ,,2,0,0.00%,Nearly Unique,5,0,5
Honda,City,,167,165,0.01%,Very Rare,25,140,190
Honda,Civic,,21529,21520,1.41%,Common,100,21420,21620
Honda,CM,,22,20,0.00%,Extremely Rare,5,15,25
Honda,CMX,,3,0,0.00%,Nearly Unique,5,0,5
Honda,Concerto,,83,80,0.01%,Very Rare,5,75,85
Honda,Corolla ,,13,10,0.00%,Nearly Unique,5,5,15
Honda,Coronet ,,2,0,0.00%,Nearly Unique,5,0,5
Honda,CR,,4,0,0.00%,Nearly Unique,5,0,5
Honda,CRM,,43,40,0.00%,Very Rare,5,35,45
Honda,CR-V ,,8897,8890,0.57%,Uncommon,100,8790,8990
Honda,CRX,,2,0,0.00%,Nearly Unique,5,0,5
Honda,Custom ,,4,0,0.00%,Nearly Unique,5,0,5
Honda,CXE,,2,0,0.00%,Nearly Unique,5,0,5
Honda,CXT,,4,0,0.00%,Nearly Unique,5,0,5
Honda,D10,,30,30,0.00%,Extremely Rare,5,25,35
Honda,DAX,,41,40,0.00%,Very Rare,5,35,45
Honda,Degree,,114,110,0.01%,Very Rare,25,85,135
Honda,Dio ,,296,295,0.02%,Rare,25,270,320
Honda,DJ,,113,110,0.01%,Very Rare,25,85,135
Honda,DL,,1,0,0.00%,Unique,5,0,5
Honda,DN-01,,1,0,0.00%,Unique,5,0,5
Honda,Dominator,,1,0,0.00%,Unique,5,0,5
Honda,Dream ,,128,125,0.01%,Very Rare,25,100,150
Honda,EVE,,4,0,0.00%,Nearly Unique,5,0,5
Honda,EX,,45,45,0.00%,Very Rare,5,40,50
Honda,EXI,,8,5,0.00%,Nearly Unique,5,0,10
Honda,Express,,40,40,0.00%,Very Rare,5,35,45
Honda,FES,,25,25,0.00%,Extremely Rare,5,20,30
Honda,FLUSH 50 ,,1,0,0.00%,Unique,5,0,5
Honda,Foreman,,1,0,0.00%,Unique,5,0,5
Honda,Foresight,,8446,8440,0.54%,Uncommon,100,8340,8540
Honda,Forza,,1521,1520,0.10%,Scarce,25,1495,1545
Honda,Freeway,,12912,12910,0.83%,Common,100,12810,13010
Honda,Fusion,,28,25,0.00%,Extremely Rare,5,20,30
Honda,GBC,,1,0,0.00%,Unique,5,0,5
Honda,GBR,,1,0,0.00%,Unique,5,0,5
Honda,Gear BA 50,,2,0,0.00%,Nearly Unique,5,0,5
Honda,Giorno,,67,65,0.00%,Very Rare,5,60,70
Honda,GL,,43,40,0.00%,Very Rare,5,35,45
Honda,GM,,1,0,0.00%,Unique,5,0,5
Honda,Gold Wing ,,22,20,0.00%,Extremely Rare,5,15,25
Honda,Gorilla 50,,77,75,0.00%,Very Rare,5,70,80
Honda,Grom ,,1,0,0.00%,Unique,5,0,5
Honda,GRV,,1,0,0.00%,Unique,5,0,5
