brand,cleaned_model,productionyear,count,rounded Count,%,Status,Error,L.B,U.B
Acura,CL,,3,0,0.00%,Nearly Unique,5,0,5
Acura,Integra,,4,0,0.00%,Nearly Unique,5,0,5
Acura,Legend,,5,5,0.00%,Nearly Unique,5,0,10
Acura,RLX,,2,0,0.00%,Nearly Unique,5,0,5
Acura,RSX,,1,0,0.00%,Unique,5,0,5
Acura,TL,,1,0,0.00%,Unique,5,0,5
Acura,Vigor,,3,0,0.00%,Nearly Unique,5,0,5
Alfa Romeo,33,,105,105,0.01%,Very Rare,25,80,130
Alfa Romeo,75,,22,20,0.00%,Extremely Rare,5,15,25
Alfa Romeo,90,,7,5,0.00%,Nearly Unique,5,0,10
Alfa Romeo,100,,4,0,0.00%,Nearly Unique,5,0,5
Alfa Romeo,145,,14,10,0.00%,Nearly Unique,5,5,15
Alfa Romeo,146,,204,200,0.01%,Very Rare,25,175,225
Alfa Romeo,155,,72,70,0.00%,Very Rare,5,65,75
Alfa Romeo,156,,464,460,0.03%,Rare,25,435,485
Alfa Romeo,164,,52,50,0.00%,Very Rare,5,45,55
Alfa Romeo,166,,19,15,0.00%,Nearly Unique,5,10,20
Alfa Romeo,2300,,1,0,0.00%,Unique,5,0,5
Alfa Romeo,2500,,3,0,0.00%,Nearly Unique,5,0,5
Alfa Romeo,1.7 Sprint,,4,0,0.00%,Nearly Unique,5,0,5
Alfa Romeo,1.8 Sportwagon,,6,5,0.00%,Nearly Unique,5,0,10
Alfa Romeo,119 Sport,,1,0,0.00%,Unique,5,0,5
Alfa Romeo,1300 GTA Junior,,26,25,0.00%,Extremely Rare,5,20,30
Alfa Romeo,1600 Spider Duetto,,52,50,0.00%,Very Rare,5,45,55
Alfa Romeo,1750 Berlina,,162,160,0.01%,Very Rare,25,135,185
Alfa Romeo,1800 Berlina,,3,0,0.00%,Nearly Unique,5,0,5
Alfa Romeo,2.5 V6,,6,5,0.00%,Nearly Unique,5,0,10
Alfa Romeo,2000 GTV,,177,175,0.01%,Very Rare,25,150,200
Alfa Romeo,24 HP,,1,0,0.00%,Unique,5,0,5
Alfa Romeo,33 Quadrifoglio,,2,0,0.00%,Nearly Unique,5,0,5
Alfa Romeo,6C 2500,,1,0,0.00%,Unique,5,0,5
Alfa Romeo,Alfasud,,172,170,0.01%,Very Rare,25,145,195
Alfa Romeo,Alfetta,,187,185,0.01%,Very Rare,25,160,210
Alfa Romeo,Berline,,87,85,0.01%,Very Rare,5,80,90
Alfa Romeo,Giulia GT Junior,,2,0,0.00%,Nearly Unique,5,0,5
Alfa Romeo,Giulia Sprint GT Junior,,2,0,0.00%,Nearly Unique,5,0,5
Alfa Romeo,Giulia Super,,1,0,0.00%,Unique,5,0,5
Alfa Romeo,Giulietta,,205,205,0.01%,Very Rare,25,180,230
Alfa Romeo,Giulietta Nuova,,1,0,0.00%,Unique,5,0,5
Alfa Romeo,Milano,,9,5,0.00%,Nearly Unique,5,0,10
Alfa Romeo,Montreal,,6,5,0.00%,Nearly Unique,5,0,10
Alfa Romeo,Spider,,122,120,0.01%,Very Rare,25,95,145
Alfa Romeo,Sprint,,46,45,0.00%,Very Rare,5,40,50
Alfa Romeo,Twin Spark,,1,0,0.00%,Unique,5,0,5
Alfa Romeo,,,229,225,0.01%,Very Rare,25,200,250
AMC,Ambassador,,92,90,0.01%,Very Rare,5,85,95
AMC,AMX,,11,10,0.00%,Nearly Unique,5,5,15
AMC,Classic,,87,85,0.01%,Very Rare,5,80,90
AMC,Concord,,1,0,0.00%,Unique,5,0,5
AMC,Hornet,,35,35,0.00%,Extremely Rare,5,30,40
AMC,Javelin,,66,65,0.00%,Very Rare,5,60,70
AMC,Matador,,24,20,0.00%,Extremely Rare,5,15,25
AMC,Nash,,2,0,0.00%,Nearly Unique,5,0,5
AMC,Rambler American,,49,45,0.00%,Very Rare,5,40,50
Aprillia,Habana,,1,0,0.00%,Unique,5,0,5
Aprillia,Leonardo,,4,0,0.00%,Nearly Unique,5,0,5
Aprillia,Pegaso 650,,2,0,0.00%,Nearly Unique,5,0,5
Aprillia,RS125,,15,15,0.00%,Nearly Unique,5,10,20
Aprillia,RS250,,3,0,0.00%,Nearly Unique,5,0,5
Aprillia,RSV 1000 Viper,,2,0,0.00%,Nearly Unique,5,0,5
Aprillia,Scarabeo,,2,0,0.00%,Nearly Unique,5,0,5
Aprillia,Shiver 750,,1,0,0.00%,Unique,5,0,5
Aprillia,SR50,,8,5,0.00%,Nearly Unique,5,0,10
Aston Martin,DB7,,1,0,0.00%,Unique,5,0,5
Aston Martin,DBS,,1,0,0.00%,Unique,5,0,5
Aston Martin,Lagonda,,2,0,0.00%,Nearly Unique,5,0,5
Aston Martin,Vantage,,1,0,0.00%,Unique,5,0,5
Audi,1.8,,35,35,0.00%,Extremely Rare,5,30,40
Audi,4.2,,14,10,0.00%,Nearly Unique,5,5,15
Audi,5.5,,1,0,0.00%,Unique,5,0,5
Audi,60,,172,170,0.01%,Very Rare,25,145,195
Audi,80,,3887,3880,0.25%,Uncommon,25,3855,3905
Audi,85,,2,0,0.00%,Nearly Unique,5,0,5
Audi,90,,614,610,0.04%,Very Scarce,25,585,635
Audi,100,,2697,2690,0.17%,Scarce,25,2665,2715
Audi,155,,5,5,0.00%,Nearly Unique,5,0,10
Audi,200,,195,195,0.01%,Very Rare,25,170,220
Audi,1002,,2,0,0.00%,Nearly Unique,5,0,5
Audi,4000,,42,40,0.00%,Very Rare,5,35,45
Audi,5000,,64,60,0.00%,Very Rare,5,55,65
Audi,100A,,2,0,0.00%,Nearly Unique,5,0,5
Audi,100CS,,6,5,0.00%,Nearly Unique,5,0,10
Audi,100CS Quattro,,4,0,0.00%,Nearly Unique,5,0,5
Audi,100E,,86,85,0.01%,Very Rare,5,80,90
Audi,2.3E,,8,5,0.00%,Nearly Unique,5,0,10
Audi,200E,,5,5,0.00%,Nearly Unique,5,0,10
Audi,5000S,,40,40,0.00%,Very Rare,5,35,45
Audi,80E,,254,250,0.02%,Rare,25,225,275
Audi,80GL,,34,30,0.00%,Extremely Rare,5,25,35
Audi,90E,,69,65,0.00%,Very Rare,5,60,70
Audi,A1,,1,0,0.00%,Unique,5,0,5
Audi,A3,,305,305,0.02%,Rare,25,280,330
Audi,A4,,1005,1000,0.06%,Scarce,25,975,1025
Audi,A5,,6,5,0.00%,Nearly Unique,5,0,10
Audi,A5,,1,0,0.00%,Unique,5,0,5
Audi,A6,,425,425,0.03%,Rare,25,400,450
Audi,A8,,61,60,0.00%,Very Rare,5,55,65
Audi,Q5,,2,0,0.00%,Nearly Unique,5,0,5
Audi,Q7,,1,0,0.00%,Unique,5,0,5
Audi,RS2 Avant,,1,0,0.00%,Unique,5,0,5
Audi,S3,,4,0,0.00%,Nearly Unique,5,0,5
Audi,S4,,7,5,0.00%,Nearly Unique,5,0,10
Audi,S6,,3,0,0.00%,Nearly Unique,5,0,5
Audi,S8,,26,25,0.00%,Extremely Rare,5,20,30
Audi,TT,,195,195,0.01%,Very Rare,25,170,220
Audi,Turbo,,7,5,0.00%,Nearly Unique,5,0,10
Audi,,,234,230,0.01%,Very Rare,25,205,255
Austin,7,,1,0,0.00%,Unique,5,0,5
Austin,50,,2,0,0.00%,Nearly Unique,5,0,5
Austin,60,,2,0,0.00%,Nearly Unique,5,0,5
Austin,200,,3,0,0.00%,Nearly Unique,5,0,5
Austin,213,,2,0,0.00%,Nearly Unique,5,0,5
Austin,250,,2,0,0.00%,Nearly Unique,5,0,5
Austin,825,,2,0,0.00%,Nearly Unique,5,0,5
Austin,850,,5,5,0.00%,Nearly Unique,5,0,10
Austin,1000,,13,10,0.00%,Nearly Unique,5,5,15
Austin,1100,,96,95,0.01%,Very Rare,5,90,100
Austin,1300,,68,65,0.00%,Very Rare,5,60,70
Austin,1500,,16,15,0.00%,Nearly Unique,5,10,20
Austin,1750,,35,35,0.00%,Extremely Rare,5,30,40
Austin,1800,,36,35,0.00%,Extremely Rare,5,30,40
Austin, G-type,,1,0,0.00%,Unique,5,0,5
Austin,1/2 Ton,,6,5,0.00%,Nearly Unique,5,0,10
Austin,1/2 Ton Pick Up,,2,0,0.00%,Nearly Unique,5,0,5
Austin,1/2 Ton Van,,14,10,0.00%,Nearly Unique,5,5,15
Austin,5C,,1,0,0.00%,Unique,5,0,5
Austin,A100,,4,0,0.00%,Nearly Unique,5,0,5
Austin,A1100,,213,210,0.01%,Very Rare,25,185,235
Austin,A1300,,127,125,0.01%,Very Rare,25,100,150
Austin,A40,,8,5,0.00%,Nearly Unique,5,0,10
Austin,A50,,1,0,0.00%,Unique,5,0,5
Austin,A55,,7,5,0.00%,Nearly Unique,5,0,10
Austin,A55,,2,0,0.00%,Nearly Unique,5,0,5
Austin,A60,,23,20,0.00%,Extremely Rare,5,15,25
Austin,A65,,1,0,0.00%,Unique,5,0,5
Austin,AJ5,,1,0,0.00%,Unique,5,0,5
Austin,Cambridge,,641,640,0.04%,Very Scarce,25,615,665
Austin,Camion,,2,0,0.00%,Nearly Unique,5,0,5
Austin,England,,1,0,0.00%,Unique,5,0,5
Austin,Falker,,1,0,0.00%,Unique,5,0,5
Austin,Ford Escort maybe,,1,0,0.00%,Unique,5,0,5
Austin,FX4,,3,0,0.00%,Nearly Unique,5,0,5
Austin,Healey Sprite,,11,10,0.00%,Nearly Unique,5,5,15
Austin,J4,,10,10,0.00%,Nearly Unique,5,5,15
Austin,Jeep,,4,0,0.00%,Nearly Unique,5,0,5
Austin,M10,,1,0,0.00%,Unique,5,0,5
Austin,Maxi,,91,90,0.01%,Very Rare,5,85,95
Austin,Metro,,9,5,0.00%,Nearly Unique,5,0,10
Austin,Mini,,175,175,0.01%,Very Rare,25,150,200
Austin,Mini Clubman,,80,80,0.01%,Very Rare,5,75,85
Austin,Mini Clubman,,13,10,0.00%,Nearly Unique,5,5,15
Austin,Mini Cooper,,38,35,0.00%,Extremely Rare,5,30,40
Austin,Montego,,5,5,0.00%,Nearly Unique,5,0,10
Austin,Prince,,9,5,0.00%,Nearly Unique,5,0,10
Austin,Rover,,11,10,0.00%,Nearly Unique,5,5,15
Austin,Sprite Mk II,,3,0,0.00%,Nearly Unique,5,0,5
Austin,Telex Club,,1,0,0.00%,Unique,5,0,5
Austin,Ton Van,,2,0,0.00%,Nearly Unique,5,0,5
Austin,Western,,1,0,0.00%,Unique,5,0,5
Austin,Westminster,,1,0,0.00%,Unique,5,0,5
Austin,,,318,315,0.02%,Rare,25,290,340
Bajaj,Classic,,19,15,0.00%,Nearly Unique,5,10,20
Bajaj,Discover 125,,6,5,0.00%,Nearly Unique,5,0,10
Bajaj,Legend,,1,0,0.00%,Unique,5,0,5
Bajaj,Pulsar 150,,16,15,0.00%,Nearly Unique,5,10,20
Bentley,Arnage,,1,0,0.00%,Unique,5,0,5
Bentley,Bentley,,10,10,0.00%,Nearly Unique,5,5,15
Bentley,Berline S3,,1,0,0.00%,Unique,5,0,5
Bentley,Brooklands,,3,0,0.00%,Nearly Unique,5,0,5
Bentley,Corniche,,1,0,0.00%,Unique,5,0,5
Bentley,Eight,,1,0,0.00%,Unique,5,0,5
Bentley,Mark VI,,2,0,0.00%,Nearly Unique,5,0,5
Bentley,S,,2,0,0.00%,Nearly Unique,5,0,5
Bentley,S2,,6,5,0.00%,Nearly Unique,5,0,10
Bentley,T2,,2,0,0.00%,Nearly Unique,5,0,5
Bentley,Turbo R,,5,5,0.00%,Nearly Unique,5,0,10
Bertone,Freeclimber ,,8,5,0.00%,Nearly Unique,5,0,10
Bertone,Wira,,3,0,0.00%,Nearly Unique,5,0,5
BMW,2.8,,2,0,0.00%,Nearly Unique,5,0,5
BMW,3,,92,90,0.01%,Very Rare,5,85,95
BMW,3.5,,2,0,0.00%,Nearly Unique,5,0,5
BMW,3.8,,1,0,0.00%,Unique,5,0,5
BMW,125,,1,0,0.00%,Unique,5,0,5
BMW,220,,1,0,0.00%,Unique,5,0,5
BMW,250,,1,0,0.00%,Unique,5,0,5
BMW,252,,2,0,0.00%,Nearly Unique,5,0,5
BMW,302,,2,0,0.00%,Nearly Unique,5,0,5
BMW,305,,10,10,0.00%,Nearly Unique,5,5,15
BMW,315,,87,85,0.01%,Very Rare,5,80,90
BMW,316,,3120,3120,0.20%,Scarce,25,3095,3145
BMW,318,,1928,1920,0.12%,Scarce,25,1895,1945
BMW,320,,14387,14380,0.89%,Common,100,14280,14480
BMW,323,,731,730,0.05%,Very Scarce,25,705,755
BMW,325,,959,955,0.06%,Very Scarce,25,930,980
BMW,326,,1,0,0.00%,Unique,5,0,5
BMW,328,,50,50,0.00%,Very Rare,5,45,55
BMW,501,,1,0,0.00%,Unique,5,0,5
BMW,518,,967,965,0.06%,Very Scarce,25,940,990
BMW,520,,6278,6270,0.40%,Uncommon,100,6170,6370
BMW,525,,9448,9440,0.60%,Uncommon,100,9340,9540
BMW,528,,2622,2620,0.17%,Scarce,25,2595,2645
BMW,700,,1,0,0.00%,Unique,5,0,5
BMW,728,,3079,3070,0.20%,Scarce,25,3045,3095
BMW,730,,2394,2390,0.15%,Scarce,25,2365,2415
BMW,1100,,7,5,0.00%,Nearly Unique,5,0,10
BMW,1200,,10,10,0.00%,Nearly Unique,5,5,15
BMW,1300,,1,0,0.00%,Unique,5,0,5
BMW,1500,,20,20,0.00%,Extremely Rare,5,15,25
BMW,1502,,165,165,0.01%,Very Rare,25,140,190
BMW,1600,,192,190,0.01%,Very Rare,25,165,215
BMW,1602,,547,545,0.04%,Very Scarce,25,520,570
BMW,1800,,223,220,0.01%,Very Rare,25,195,245
BMW,1802,,247,245,0.02%,Rare,25,220,270
BMW,2000,,440,440,0.03%,Rare,25,415,465
BMW,2002,,3797,3790,0.24%,Uncommon,25,3765,3815
BMW,2500,,139,135,0.01%,Very Rare,25,110,160
BMW,2800,,105,105,0.01%,Very Rare,25,80,130
BMW,3000,,1,0,0.00%,Unique,5,0,5
BMW,2.5CS,,1,0,0.00%,Unique,5,0,5
BMW,2000CS,,8,5,0.00%,Nearly Unique,5,0,10
BMW,218i,,1,0,0.00%,Unique,5,0,5
BMW,250i,,2,0,0.00%,Nearly Unique,5,0,5
BMW,2800CS,,14,10,0.00%,Nearly Unique,5,5,15
BMW,280i,,3,0,0.00%,Nearly Unique,5,0,5
BMW,3.0CS,,29,25,0.00%,Extremely Rare,5,20,30
BMW,3.0CSi,,22,20,0.00%,Extremely Rare,5,15,25
BMW,315i,,2,0,0.00%,Nearly Unique,5,0,5
BMW,316i,,2316,2310,0.15%,Scarce,25,2285,2335
BMW,316iA,,1522,1520,0.10%,Scarce,25,1495,1545
BMW,318i,,6951,6950,0.45%,Uncommon,100,6850,7050
BMW,318iA,,4379,4370,0.28%,Uncommon,25,4345,4395
BMW,318iC,,111,110,0.01%,Very Rare,25,85,135
BMW,3200CS,,1,0,0.00%,Unique,5,0,5
BMW,320i,,5918,5910,0.38%,Uncommon,100,5810,6010
BMW,320iA,,2743,2740,0.17%,Scarce,25,2715,2765
BMW,320iC,,4,0,0.00%,Nearly Unique,5,0,5
BMW,323Ci,,849,845,0.05%,Very Scarce,25,820,870
BMW,323CiA,,86,85,0.01%,Very Rare,5,80,90
BMW,323i,,5770,5770,0.37%,Uncommon,100,5670,5870
BMW,323iA,,967,965,0.06%,Very Scarce,25,940,990
BMW,324TD,,6,5,0.00%,Nearly Unique,5,0,10
BMW,325Ci,,18,15,0.00%,Nearly Unique,5,10,20
BMW,325CiA,,5,5,0.00%,Nearly Unique,5,0,10
BMW,325i,,3758,3750,0.24%,Uncommon,25,3725,3775
BMW,325iA,,2051,2050,0.13%,Scarce,25,2025,2075
BMW,325iC,,2,0,0.00%,Nearly Unique,5,0,5
BMW,325iX,,623,620,0.04%,Very Scarce,25,595,645
BMW,328i,,1353,1350,0.09%,Scarce,25,1325,1375
BMW,328iA,,608,605,0.04%,Very Scarce,25,580,630
BMW,328iC,,66,65,0.00%,Very Rare,5,60,70
BMW,330i,,1,0,0.00%,Unique,5,0,5
BMW,350i,,2,0,0.00%,Nearly Unique,5,0,5
BMW,518i,,152,150,0.01%,Very Rare,25,125,175
BMW,518iA,,7,5,0.00%,Nearly Unique,5,0,10
BMW,520i,,3985,3980,0.26%,Uncommon,25,3955,4005
BMW,520iA,,1520,1520,0.10%,Scarce,25,1495,1545
BMW,523i,,646,645,0.04%,Very Scarce,25,620,670
BMW,523i,,37,35,0.00%,Extremely Rare,5,30,40
BMW,523iA,,2346,2340,0.15%,Scarce,25,2315,2365
BMW,524TD,,11,10,0.00%,Nearly Unique,5,5,15
BMW,525CSi,,1,0,0.00%,Unique,5,0,5
BMW,525i,,4820,4820,0.31%,Uncommon,25,4795,4845
BMW,525iA,,5296,5290,0.34%,Uncommon,100,5190,5390
BMW,525iLA,,1,0,0.00%,Unique,5,0,5
BMW,525iSA,,1,0,0.00%,Unique,5,0,5
BMW,525iX,,70,70,0.00%,Very Rare,5,65,75
BMW,528i,,8474,8470,0.54%,Uncommon,100,8370,8570
BMW,528iA,,4863,4860,0.31%,Uncommon,25,4835,4885
BMW,528iS,,2,0,0.00%,Nearly Unique,5,0,5
BMW,528iX,,2,0,0.00%,Nearly Unique,5,0,5
BMW,530i,,346,345,0.02%,Rare,25,320,370
BMW,530i,,84,80,0.01%,Very Rare,5,75,85
BMW,530iA,,374,370,0.02%,Rare,25,345,395
BMW,535CA,,1,0,0.00%,Unique,5,0,5
BMW,535i,,2276,2270,0.15%,Scarce,25,2245,2295
BMW,535i,,305,305,0.02%,Rare,25,280,330
BMW,535iA,,2814,2810,0.18%,Scarce,25,2785,2835
BMW,535iA,,2,0,0.00%,Nearly Unique,5,0,5
BMW,535iM,,11,10,0.00%,Nearly Unique,5,5,15
BMW,535iS,,2,0,0.00%,Nearly Unique,5,0,5
BMW,540i,,52,50,0.00%,Very Rare,5,45,55
BMW,540i,,12,10,0.00%,Nearly Unique,5,5,15
BMW,540iA,,214,210,0.01%,Very Rare,25,185,235
BMW,550iA,,1,0,0.00%,Unique,5,0,5
BMW,625i,,1,0,0.00%,Unique,5,0,5
BMW,628CSi,,17,15,0.00%,Nearly Unique,5,10,20
BMW,628i,,6,5,0.00%,Nearly Unique,5,0,10
BMW,630CS,,115,115,0.01%,Very Rare,25,90,140
BMW,630CSi,,3,0,0.00%,Nearly Unique,5,0,5
BMW,630i,,64,60,0.00%,Very Rare,5,55,65
BMW,632CSi,,1,0,0.00%,Unique,5,0,5
BMW,633CSi,,139,135,0.01%,Very Rare,25,110,160
BMW,633CSi,,12,10,0.00%,Nearly Unique,5,5,15
BMW,633i,,44,40,0.00%,Very Rare,5,35,45
BMW,635CSi,,134,130,0.01%,Very Rare,25,105,155
BMW,635CSi,,2,0,0.00%,Nearly Unique,5,0,5
BMW,635i,,64,60,0.00%,Very Rare,5,55,65
BMW,636CSi,,1,0,0.00%,Unique,5,0,5
BMW,650iA,,3,0,0.00%,Nearly Unique,5,0,5
BMW,720i,,7,5,0.00%,Nearly Unique,5,0,10
BMW,725i,,5,5,0.00%,Nearly Unique,5,0,10
BMW,727i,,2,0,0.00%,Nearly Unique,5,0,5
BMW,728Ci,,1,0,0.00%,Unique,5,0,5
BMW,728i,,1536,1530,0.10%,Scarce,25,1505,1555
BMW,728iA,,634,630,0.04%,Very Scarce,25,605,655
BMW,730i,,450,450,0.03%,Rare,25,425,475
BMW,730iA,,917,915,0.06%,Very Scarce,25,890,940
BMW,732i,,434,430,0.03%,Rare,25,405,455
BMW,732i,,299,295,0.02%,Rare,25,270,320
BMW,732iA,,996,995,0.06%,Scarce,25,970,1020
BMW,733i,,384,380,0.02%,Rare,25,355,405
BMW,733iA,,1532,1530,0.10%,Scarce,25,1505,1555
BMW,735i,,1982,1980,0.13%,Scarce,25,1955,2005
BMW,735i,,462,460,0.03%,Rare,25,435,485
BMW,735iA,,2517,2510,0.16%,Scarce,25,2485,2535
BMW,735iS,,2,0,0.00%,Nearly Unique,5,0,5
BMW,740i,,166,165,0.01%,Very Rare,25,140,190
BMW,740i,,21,20,0.00%,Extremely Rare,5,15,25
BMW,740iA,,391,390,0.02%,Rare,25,365,415
BMW,745i,,157,155,0.01%,Very Rare,25,130,180
BMW,745i,,60,60,0.00%,Very Rare,5,55,65
BMW,745iA,,172,170,0.01%,Very Rare,25,145,195
BMW,750CiA,,2,0,0.00%,Nearly Unique,5,0,5
BMW,750i,,96,95,0.01%,Very Rare,5,90,100
BMW,750iA,,135,135,0.01%,Very Rare,25,110,160
BMW,750iL,,27,25,0.00%,Extremely Rare,5,20,30
BMW,760i,,6,5,0.00%,Nearly Unique,5,0,10
BMW,840Ci,,2,0,0.00%,Nearly Unique,5,0,5
BMW,850Ci,,5,5,0.00%,Nearly Unique,5,0,10
BMW,850CiA,,11,10,0.00%,Nearly Unique,5,5,15
BMW,850CiA,,4,0,0.00%,Nearly Unique,5,0,5
BMW,850i,,15,15,0.00%,Nearly Unique,5,10,20
BMW,850iA,,4,0,0.00%,Nearly Unique,5,0,5
BMW,Alpina,,17,15,0.00%,Nearly Unique,5,10,20
BMW,Bertone,,2,0,0.00%,Nearly Unique,5,0,5
BMW,C1,,5,5,0.00%,Nearly Unique,5,0,10
BMW,F650,,10,10,0.00%,Nearly Unique,5,5,15
BMW,G650,,1,0,0.00%,Unique,5,0,5
BMW,Grand Junction,,1,0,0.00%,Unique,5,0,5
BMW,K100,,3,0,0.00%,Nearly Unique,5,0,5
BMW,K1100,,2,0,0.00%,Nearly Unique,5,0,5
BMW,K1200,,5,5,0.00%,Nearly Unique,5,0,10
BMW,M3,,139,135,0.01%,Very Rare,25,110,160
BMW,M5,,121,120,0.01%,Very Rare,25,95,145
BMW,M6,,3,0,0.00%,Nearly Unique,5,0,5
BMW,R100,,3,0,0.00%,Nearly Unique,5,0,5
BMW,R1100,,2,0,0.00%,Nearly Unique,5,0,5
BMW,R1150,,1,0,0.00%,Unique,5,0,5
BMW,R80,,7,5,0.00%,Nearly Unique,5,0,10
BMW,R850,,1,0,0.00%,Unique,5,0,5
BMW,X1,,1,0,0.00%,Unique,5,0,5
BMW,X3,,1,0,0.00%,Unique,5,0,5
BMW,X5,,273,270,0.02%,Rare,25,245,295
BMW,Z1,,8,5,0.00%,Nearly Unique,5,0,10
BMW,Z3,,208,205,0.01%,Very Rare,25,180,230
BMW,,,138,135,0.01%,Very Rare,25,110,160
Bristol,AC,,1,0,0.00%,Unique,5,0,5
Buick,Apollo,,107,105,0.01%,Very Rare,25,80,130
Buick,Buick 121,,1,0,0.00%,Unique,5,0,5
Buick,Centurion,,32,30,0.00%,Extremely Rare,5,25,35
Buick,Century,,1849,1840,0.12%,Scarce,25,1815,1865
Buick,Custom,,1,0,0.00%,Unique,5,0,5
Buick,Diran,,1,0,0.00%,Unique,5,0,5
Buick,Electra,,574,570,0.04%,Very Scarce,25,545,595
Buick,Electra 225,,40,40,0.00%,Very Rare,5,35,45
Buick,Electra 225,,15,15,0.00%,Nearly Unique,5,10,20
Buick,Electra Limited,,43,40,0.00%,Very Rare,5,35,45
Buick,Electra Park Avenue,,3076,3070,0.20%,Scarce,25,3045,3095
Buick,Electra Park Avenue Limited,,2,0,0.00%,Nearly Unique,5,0,5
Buick,Electra Park Avenue Ultra,,7,5,0.00%,Nearly Unique,5,0,10
Buick,Electra Ultra,,2,0,0.00%,Nearly Unique,5,0,5
Buick,Grand Prix,,1,0,0.00%,Unique,5,0,5
Buick,Grand Sport,,12,10,0.00%,Nearly Unique,5,5,15
Buick,Le Sabre,,2035,2030,0.13%,Scarce,25,2005,2055
Buick,Le Sabre Custom,,49,45,0.00%,Very Rare,5,40,50
Buick,Le Sabre Limited,,84,80,0.01%,Very Rare,5,75,85
Buick,Limited,,66,65,0.00%,Very Rare,5,60,70
Buick,Master,,5,5,0.00%,Nearly Unique,5,0,10
Buick,Park Avenue,,52,50,0.00%,Very Rare,5,45,55
Buick,Park Avenue Ultra,,4,0,0.00%,Nearly Unique,5,0,5
Buick,Regal,,2927,2920,0.19%,Scarce,25,2895,2945
Buick,Regal Custom,,60,60,0.00%,Very Rare,5,55,65
Buick,Regal Limited,,264,260,0.02%,Rare,25,235,285
Buick,Regatta,,1,0,0.00%,Unique,5,0,5
Buick,Riviera,,344,340,0.02%,Rare,25,315,365
Buick,Roadmaster,,105,105,0.01%,Very Rare,25,80,130
Buick,Roadmaster Limited,,13,10,0.00%,Nearly Unique,5,5,15
Buick,Series 50 Sport,,1,0,0.00%,Unique,5,0,5
Buick,Sky Hawk,,211,210,0.01%,Very Rare,25,185,235
Buick,Sky Lark,,1684,1680,0.11%,Scarce,25,1655,1705
Buick,Sky Lark Apollo,,1,0,0.00%,Unique,5,0,5
Buick,Sky Lark Custom,,12,10,0.00%,Nearly Unique,5,5,15
Buick,Sky Lark Limited,,48,45,0.00%,Very Rare,5,40,50
Buick,Somerset,,35,35,0.00%,Extremely Rare,5,30,40
Buick,Special,,264,260,0.02%,Rare,25,235,285
Buick,Super,,11,10,0.00%,Nearly Unique,5,5,15
Buick,Transport,,1,0,0.00%,Unique,5,0,5
Buick,Wildcat,,18,15,0.00%,Nearly Unique,5,10,20
Buick,,,74,70,0.00%,Very Rare,5,65,75
Cadillac,Allante,,8,5,0.00%,Nearly Unique,5,0,10
Cadillac,Brougham,,208,205,0.01%,Very Rare,25,180,230
Cadillac,Brougham d'Elegance,,3,0,0.00%,Nearly Unique,5,0,5
Cadillac,Catera,,59,55,0.00%,Very Rare,5,50,60
Cadillac,Celestiq,,3,0,0.00%,Nearly Unique,5,0,5
Cadillac,Cimarron,,17,15,0.00%,Nearly Unique,5,10,20
Cadillac,Cimarron Limited,,1,0,0.00%,Unique,5,0,5
Cadillac,CTS,,1,0,0.00%,Unique,5,0,5
Cadillac,DeVille,,1403,1400,0.09%,Scarce,25,1375,1425
Cadillac,DeVille Concours,,54,50,0.00%,Very Rare,5,45,55
Cadillac,DeVille Limited,,1,0,0.00%,Unique,5,0,5
Cadillac,DTS,,12,10,0.00%,Nearly Unique,5,5,15
Cadillac,Eldorado,,279,275,0.02%,Rare,25,250,300
Cadillac,Escalade,,24,20,0.00%,Extremely Rare,5,15,25
Cadillac,Fleetwood,,922,920,0.06%,Very Scarce,25,895,945
Cadillac,Fleetwood Brougham,,72,70,0.00%,Very Rare,5,65,75
Cadillac,Fleetwood Brougham d'Elegance,,2,0,0.00%,Nearly Unique,5,0,5
Cadillac,Fleetwood Eldorado,,4,0,0.00%,Nearly Unique,5,0,5
Cadillac,Hearse,,1,0,0.00%,Unique,5,0,5
Cadillac,Malibu,,1,0,0.00%,Unique,5,0,5
Cadillac,Miller-Meteor,,1,0,0.00%,Unique,5,0,5
Cadillac,SDC,,1,0,0.00%,Unique,5,0,5
Cadillac,Seville,,914,910,0.06%,Very Scarce,25,885,935
Cadillac,Special,,2,0,0.00%,Nearly Unique,5,0,5
Cadillac,,,229,225,0.01%,Very Rare,25,200,250
Chevrolet,3100,,10,10,0.00%,Nearly Unique,5,5,15
Chevrolet,3600,,15,15,0.00%,Nearly Unique,5,10,20
Chevrolet,3800,,41,40,0.00%,Very Rare,5,35,45
Chevrolet,4500,,2,0,0.00%,Nearly Unique,5,0,5
Chevrolet,6400,,4,0,0.00%,Nearly Unique,5,0,5
Chevrolet,6500,,16,15,0.00%,Nearly Unique,5,10,20
Chevrolet,6700,,4,0,0.00%,Nearly Unique,5,0,5
Chevrolet,12000,,6,5,0.00%,Nearly Unique,5,0,10
Chevrolet,Alero,,2,0,0.00%,Nearly Unique,5,0,5
Chevrolet,Apache,,2,0,0.00%,Nearly Unique,5,0,5
Chevrolet,Astro,,204,200,0.01%,Very Rare,25,175,225
Chevrolet,Astro,,2,0,0.00%,Nearly Unique,5,0,5
Chevrolet,Beauville,,15,15,0.00%,Nearly Unique,5,10,20
