brand,cleaned_model,productionyear,count,rounded Count,%,Status,Error,L.B,U.B
Lamborghini,,1984,2,0,0.00%,Nearly Unique,5,0,5
Lamborghini,,1992,2,0,0.00%,Nearly Unique,5,0,5
Lamborghini,,1975,1,0,0.00%,Unique,5,0,5
Lamborghini,,1976,1,0,0.00%,Unique,5,0,5
Lamborghini,,1986,1,0,0.00%,Unique,5,0,5
Lamborghini,,1990,1,0,0.00%,Unique,5,0,5
Lamborghini,,1994,1,0,0.00%,Unique,5,0,5
Lancia,,1995,127,125,0.01%,Extremely Rare,25,100,150
Lancia,,1994,79,75,0.01%,Extremely Rare,5,70,80
Lancia,,1996,77,75,0.01%,Extremely Rare,5,70,80
Lancia,,1992,65,65,0.00%,Nearly Unique,5,60,70
Lancia,,2000,63,60,0.00%,Nearly Unique,5,55,65
Lancia,,1997,46,45,0.00%,Nearly Unique,5,40,50
Lancia,,1993,44,40,0.00%,Nearly Unique,5,35,45
Lancia,,1982,38,35,0.00%,Nearly Unique,5,30,40
Lancia,,1998,29,25,0.00%,Nearly Unique,5,20,30
Lancia,,1999,29,25,0.00%,Nearly Unique,5,20,30
Lancia,,1990,25,25,0.00%,Nearly Unique,5,20,30
Lancia,,1988,24,20,0.00%,Nearly Unique,5,15,25
Lancia,,1983,17,15,0.00%,Nearly Unique,5,10,20
Lancia,,1989,13,10,0.00%,Nearly Unique,5,5,15
Lancia,,1986,12,10,0.00%,Nearly Unique,5,5,15
Lancia,,1987,11,10,0.00%,Nearly Unique,5,5,15
Lancia,,1991,10,10,0.00%,Nearly Unique,5,5,15
Lancia,,1980,9,5,0.00%,Nearly Unique,5,0,10
Lancia,,1984,7,5,0.00%,Nearly Unique,5,0,10
Lancia,,1975,6,5,0.00%,Nearly Unique,5,0,10
Lancia,,1977,5,5,0.00%,Nearly Unique,5,0,10
Lancia,,1978,5,5,0.00%,Nearly Unique,5,0,10
Lancia,,1981,5,5,0.00%,Nearly Unique,5,0,10
Lancia,,1985,5,5,0.00%,Nearly Unique,5,0,10
Lancia,,1974,3,0,0.00%,Nearly Unique,5,0,5
Lancia,,1979,3,0,0.00%,Nearly Unique,5,0,5
Lancia,,1966,2,0,0.00%,Nearly Unique,5,0,5
Lancia,,1971,2,0,0.00%,Nearly Unique,5,0,5
Lancia,,1973,2,0,0.00%,Nearly Unique,5,0,5
Lancia,,1963,1,0,0.00%,Unique,5,0,5
Lancia,,1965,1,0,0.00%,Unique,5,0,5
Lancia,,1967,1,0,0.00%,Unique,5,0,5
Lancia,,1968,1,0,0.00%,Unique,5,0,5
Lancia,,1969,1,0,0.00%,Unique,5,0,5
Lancia,,1972,1,0,0.00%,Unique,5,0,5
Lancia,,1976,1,0,0.00%,Unique,5,0,5
Land Rover,,1999,339,335,0.02%,Very Rare,25,310,360
Land Rover,,1996,338,335,0.02%,Very Rare,25,310,360
Land Rover,,1995,323,320,0.02%,Very Rare,25,295,345
Land Rover,,1997,279,275,0.02%,Extremely Rare,25,250,300
Land Rover,,1998,253,250,0.02%,Extremely Rare,25,225,275
Land Rover,,2000,235,235,0.02%,Extremely Rare,25,210,260
Land Rover,,1991,147,145,0.01%,Extremely Rare,25,120,170
Land Rover,,1993,100,100,0.01%,Extremely Rare,25,75,125
Land Rover,,1994,79,75,0.01%,Extremely Rare,5,70,80
Land Rover,,1992,56,55,0.00%,Nearly Unique,5,50,60
Land Rover,,1980,50,50,0.00%,Nearly Unique,5,45,55
Land Rover,,1979,34,30,0.00%,Nearly Unique,5,25,35
Land Rover,,1977,31,30,0.00%,Nearly Unique,5,25,35
Land Rover,,1982,31,30,0.00%,Nearly Unique,5,25,35
Land Rover,,1968,30,30,0.00%,Nearly Unique,5,25,35
Land Rover,,1978,27,25,0.00%,Nearly Unique,5,20,30
Land Rover,,1974,26,25,0.00%,Nearly Unique,5,20,30
Land Rover,,1984,24,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1956,23,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1958,23,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1971,23,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1955,22,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1964,22,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1969,22,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1966,21,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1960,20,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1983,20,20,0.00%,Nearly Unique,5,15,25
Land Rover,,1981,19,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1990,19,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1961,18,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1963,18,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1970,18,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1972,17,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1973,17,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1975,17,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1988,17,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1957,16,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1985,15,15,0.00%,Nearly Unique,5,10,20
Land Rover,,1962,14,10,0.00%,Nearly Unique,5,5,15
Land Rover,,1986,13,10,0.00%,Nearly Unique,5,5,15
Land Rover,,1965,12,10,0.00%,Nearly Unique,5,5,15
Land Rover,,1976,11,10,0.00%,Nearly Unique,5,5,15
Land Rover,,1967,9,5,0.00%,Nearly Unique,5,0,10
Land Rover,,1987,8,5,0.00%,Nearly Unique,5,0,10
Land Rover,,1989,8,5,0.00%,Nearly Unique,5,0,10
Land Rover,,1959,5,5,0.00%,Nearly Unique,5,0,10
Land Rover,,1954,4,0,0.00%,Nearly Unique,5,0,5
Land Rover,,1950,2,0,0.00%,Nearly Unique,5,0,5
Land Rover,,1951,1,0,0.00%,Unique,5,0,5
Land Rover,,1952,1,0,0.00%,Unique,5,0,5
Lexus,,1999,347,345,0.02%,Very Rare,25,320,370
Lexus,,2000,145,145,0.01%,Extremely Rare,25,120,170
Lexus,,1998,54,50,0.00%,Nearly Unique,5,45,55
Lexus,,1992,25,25,0.00%,Nearly Unique,5,20,30
Lexus,,1997,25,25,0.00%,Nearly Unique,5,20,30
Lexus,,1991,23,20,0.00%,Nearly Unique,5,15,25
Lexus,,1993,18,15,0.00%,Nearly Unique,5,10,20
Lexus,,1994,18,15,0.00%,Nearly Unique,5,10,20
Lexus,,1996,17,15,0.00%,Nearly Unique,5,10,20
Lexus,,1990,16,15,0.00%,Nearly Unique,5,10,20
Lexus,,1995,8,5,0.00%,Nearly Unique,5,0,10
Lincoln,,1988,57,55,0.00%,Nearly Unique,5,50,60
Lincoln,,1999,41,40,0.00%,Nearly Unique,5,35,45
Lincoln,,1990,35,35,0.00%,Nearly Unique,5,30,40
Lincoln,,2000,34,30,0.00%,Nearly Unique,5,25,35
Lincoln,,1963,32,30,0.00%,Nearly Unique,5,25,35
Lincoln,,1989,31,30,0.00%,Nearly Unique,5,25,35
Lincoln,,1998,26,25,0.00%,Nearly Unique,5,20,30
Lincoln,,1960,24,20,0.00%,Nearly Unique,5,15,25
Lincoln,,1962,23,20,0.00%,Nearly Unique,5,15,25
Lincoln,,1961,21,20,0.00%,Nearly Unique,5,15,25
Lincoln,,1991,16,15,0.00%,Nearly Unique,5,10,20
Lincoln,,1993,14,10,0.00%,Nearly Unique,5,5,15
Lincoln,,1965,13,10,0.00%,Nearly Unique,5,5,15
Lincoln,,1987,13,10,0.00%,Nearly Unique,5,5,15
Lincoln,,1995,13,10,0.00%,Nearly Unique,5,5,15
Lincoln,,1992,12,10,0.00%,Nearly Unique,5,5,15
Lincoln,,1994,12,10,0.00%,Nearly Unique,5,5,15
Lincoln,,1986,11,10,0.00%,Nearly Unique,5,5,15
Lincoln,,1964,9,5,0.00%,Nearly Unique,5,0,10
Lincoln,,1997,8,5,0.00%,Nearly Unique,5,0,10
Lincoln,,1985,7,5,0.00%,Nearly Unique,5,0,10
Lincoln,,1966,6,5,0.00%,Nearly Unique,5,0,10
Lincoln,,1996,5,5,0.00%,Nearly Unique,5,0,10
Lincoln,,1980,4,0,0.00%,Nearly Unique,5,0,5
Lincoln,,1979,3,0,0.00%,Nearly Unique,5,0,5
Lincoln,,1967,2,0,0.00%,Nearly Unique,5,0,5
Lincoln,,1981,2,0,0.00%,Nearly Unique,5,0,5
Lincoln,,1946,1,0,0.00%,Unique,5,0,5
Lincoln,,1948,1,0,0.00%,Unique,5,0,5
Lincoln,,1956,1,0,0.00%,Unique,5,0,5
Lincoln,,1957,1,0,0.00%,Unique,5,0,5
Lincoln,,1958,1,0,0.00%,Unique,5,0,5
Lincoln,,1973,1,0,0.00%,Unique,5,0,5
Lincoln,,1978,1,0,0.00%,Unique,5,0,5
Lincoln,,1982,1,0,0.00%,Unique,5,0,5
Lincoln,,1984,1,0,0.00%,Unique,5,0,5
Lotus,,1991,3,0,0.00%,Nearly Unique,5,0,5
Lotus,,1992,2,0,0.00%,Nearly Unique,5,0,5
Lotus,,1967,1,0,0.00%,Unique,5,0,5
Lotus,,1968,1,0,0.00%,Unique,5,0,5
Lotus,,1970,1,0,0.00%,Unique,5,0,5
Maserati,,2000,9,5,0.00%,Nearly Unique,5,0,10
Maserati,,1997,7,5,0.00%,Nearly Unique,5,0,10
Maserati,,1980,5,5,0.00%,Nearly Unique,5,0,10
Maserati,,1998,4,0,0.00%,Nearly Unique,5,0,5
Maserati,,1979,3,0,0.00%,Nearly Unique,5,0,5
Maserati,,1984,3,0,0.00%,Nearly Unique,5,0,5
Maserati,,1985,3,0,0.00%,Nearly Unique,5,0,5
Maserati,,1986,3,0,0.00%,Nearly Unique,5,0,5
Maserati,,1977,2,0,0.00%,Nearly Unique,5,0,5
Maserati,,1981,2,0,0.00%,Nearly Unique,5,0,5
Maserati,,1983,2,0,0.00%,Nearly Unique,5,0,5
Maserati,,1996,2,0,0.00%,Nearly Unique,5,0,5
Maserati,,1962,1,0,0.00%,Unique,5,0,5
Maserati,,1965,1,0,0.00%,Unique,5,0,5
Maserati,,1968,1,0,0.00%,Unique,5,0,5
Maserati,,1969,1,0,0.00%,Unique,5,0,5
Maserati,,1975,1,0,0.00%,Unique,5,0,5
Maserati,,1978,1,0,0.00%,Unique,5,0,5
Maserati,,1989,1,0,0.00%,Unique,5,0,5
Maserati,,1990,1,0,0.00%,Unique,5,0,5
Maserati,,1991,1,0,0.00%,Unique,5,0,5
Mazda,,1983,1862,1860,0.13%,Scarce,25,1835,1885
Mazda,,1982,1695,1690,0.11%,Scarce,25,1665,1715
Mazda,,1981,1604,1600,0.11%,Scarce,25,1575,1625
Mazda,,1988,1159,1150,0.08%,Very Scarce,25,1125,1175
Mazda,,1980,1130,1130,0.07%,Very Scarce,25,1105,1155
Mazda,,1987,1069,1060,0.07%,Very Scarce,25,1035,1085
Mazda,,1986,987,985,0.07%,Rare,25,960,1010
Mazda,,1984,978,975,0.07%,Rare,25,950,1000
Mazda,,1985,950,950,0.06%,Rare,25,925,975
Mazda,,1998,932,930,0.06%,Rare,25,905,955
Mazda,,1989,917,915,0.06%,Rare,25,890,940
Mazda,,1999,845,845,0.06%,Rare,25,820,870
Mazda,,1993,826,825,0.06%,Rare,25,800,850
Mazda,,1996,812,810,0.05%,Rare,25,785,835
Mazda,,1990,785,785,0.05%,Rare,25,760,810
Mazda,,1994,774,770,0.05%,Rare,25,745,795
Mazda,,1992,769,765,0.05%,Rare,25,740,790
Mazda,,2000,767,765,0.05%,Rare,25,740,790
Mazda,,1997,651,650,0.04%,Rare,25,625,675
Mazda,,1991,637,635,0.04%,Rare,25,610,660
Mazda,,1995,473,470,0.03%,Very Rare,25,445,495
Mazda,,1979,376,375,0.03%,Very Rare,25,350,400
Mazda,,1978,209,205,0.01%,Extremely Rare,25,180,230
Mazda,,1977,151,150,0.01%,Extremely Rare,25,125,175
Mazda,,1976,71,70,0.00%,Nearly Unique,5,65,75
Mazda,,1975,63,60,0.00%,Nearly Unique,5,55,65
Mazda,,1974,41,40,0.00%,Nearly Unique,5,35,45
Mazda,,1973,34,30,0.00%,Nearly Unique,5,25,35
Mazda,,1970,26,25,0.00%,Nearly Unique,5,20,30
Mazda,,1972,23,20,0.00%,Nearly Unique,5,15,25
Mazda,,1971,21,20,0.00%,Nearly Unique,5,15,25
Mazda,,1969,15,15,0.00%,Nearly Unique,5,10,20
Mazda,,1966,8,5,0.00%,Nearly Unique,5,0,10
Mazda,,1967,6,5,0.00%,Nearly Unique,5,0,10
Mazda,,1965,2,0,0.00%,Nearly Unique,5,0,5
Mazda,,1952,1,0,0.00%,Unique,5,0,5
Mazda,,1962,1,0,0.00%,Unique,5,0,5
Mercedes,,1976,24381,24380,1.61%,Common,100,24280,24480
Mercedes,,1975,21525,21520,1.48%,Common,100,21420,21620
Mercedes,,1977,21521,21520,1.48%,Common,100,21420,21620
Mercedes,,1978,17299,17290,1.14%,Common,100,17190,17390
Mercedes,,1979,15969,15960,1.07%,Common,100,15860,16060
Mercedes,,1974,13800,13800,0.94%,Common,100,13700,13900
Mercedes,,1996,13681,13680,0.94%,Common,100,13580,13780
Mercedes,,1980,10747,10740,0.74%,Common,100,10640,10840
Mercedes,,1992,10729,10720,0.74%,Common,100,10620,10820
Mercedes,,1998,10253,10250,0.67%,Common,100,10150,10350
Mercedes,,1999,10139,10130,0.67%,Common,100,10030,10230
Mercedes,,2000,9599,9590,0.64%,Common,100,9490,9690
Mercedes,,1991,9132,9130,0.61%,Common,100,9030,9230
Mercedes,,1997,9081,9080,0.61%,Common,100,8980,9180
Mercedes,,1995,8723,8720,0.58%,Common,100,8620,8820
Mercedes,,1994,8642,8640,0.58%,Common,100,8540,8740
Mercedes,,1988,7839,7830,0.52%,Common,100,7730,7930
Mercedes,,1990,7383,7380,0.50%,Common,100,7280,7480
Mercedes,,1981,7159,7150,0.48%,Common,100,7050,7250
Mercedes,,1973,7039,7030,0.47%,Common,100,6930,7130
Mercedes,,1987,7020,7020,0.47%,Common,100,6920,7120
Mercedes,,1989,6311,6310,0.42%,Common,100,6210,6410
Mercedes,,1993,5817,5810,0.39%,Common,100,5710,5910
Mercedes,,1986,5387,5380,0.36%,Common,100,5280,5480
Mercedes,,1972,4795,4790,0.32%,Common,25,4765,4815
Mercedes,,1982,4532,4530,0.30%,Common,25,4505,4555
Mercedes,,1985,3297,3290,0.22%,Uncommon,25,3265,3315
Mercedes,,1983,3248,3240,0.21%,Uncommon,25,3215,3265
Mercedes,,1971,3055,3050,0.21%,Uncommon,25,3025,3075
Mercedes,,1984,2106,2100,0.14%,Scarce,25,2075,2125
Mercedes,,1970,2018,2010,0.13%,Scarce,25,1985,2035
Mercedes,,1969,1238,1230,0.08%,Very Scarce,25,1205,1255
Mercedes,,1965,822,820,0.05%,Rare,25,795,845
Mercedes,,1964,789,785,0.05%,Rare,25,760,810
Mercedes,,1968,735,735,0.05%,Rare,25,710,760
Mercedes,,1967,649,645,0.04%,Rare,25,620,670
Mercedes,,1963,583,580,0.04%,Very Rare,25,555,605
Mercedes,,1966,432,430,0.03%,Very Rare,25,405,455
Mercedes,,1962,335,335,0.02%,Very Rare,25,310,360
Mercedes,,1960,273,270,0.02%,Extremely Rare,25,245,295
Mercedes,,1961,264,260,0.02%,Extremely Rare,25,235,285
Mercedes,,1958,70,70,0.00%,Nearly Unique,5,65,75
Mercedes,,1959,64,60,0.00%,Nearly Unique,5,55,65
Mercedes,,1956,58,55,0.00%,Nearly Unique,5,50,60
Mercedes,,1957,58,55,0.00%,Nearly Unique,5,50,60
Mercedes,,1955,22,20,0.00%,Nearly Unique,5,15,25
Mercedes,,1954,13,10,0.00%,Nearly Unique,5,5,15
Mercedes,,1953,10,10,0.00%,Nearly Unique,5,5,15
Mercedes,,1952,7,5,0.00%,Nearly Unique,5,0,10
Mercedes,,1951,5,5,0.00%,Nearly Unique,5,0,10
Mercedes,,1950,4,0,0.00%,Nearly Unique,5,0,5
Mercedes,,1938,2,0,0.00%,Nearly Unique,5,0,5
Mercedes,,1920,1,0,0.00%,Unique,5,0,5
Mercedes,,1924,1,0,0.00%,Unique,5,0,5
Mercedes,,1929,1,0,0.00%,Unique,5,0,5
Mercedes,,1937,1,0,0.00%,Unique,5,0,5
Mercedes,,1939,1,0,0.00%,Unique,5,0,5
Mercury,,1997,127,125,0.01%,Extremely Rare,25,100,150
Mercury,,1999,123,120,0.01%,Extremely Rare,25,95,145
Mercury,,1998,96,95,0.01%,Extremely Rare,5,90,100
Mercury,,1988,80,80,0.01%,Extremely Rare,5,75,85
Mercury,,1989,60,60,0.00%,Nearly Unique,5,55,65
Mercury,,1987,54,50,0.00%,Nearly Unique,5,45,55
Mercury,,1992,50,50,0.00%,Nearly Unique,5,45,55
Mercury,,1990,43,40,0.00%,Nearly Unique,5,35,45
Mercury,,1996,33,30,0.00%,Nearly Unique,5,25,35
Mercury,,1995,31,30,0.00%,Nearly Unique,5,25,35
Mercury,,1994,25,25,0.00%,Nearly Unique,5,20,30
Mercury,,1991,24,20,0.00%,Nearly Unique,5,15,25
Mercury,,2000,21,20,0.00%,Nearly Unique,5,15,25
Mercury,,1986,19,15,0.00%,Nearly Unique,5,10,20
Mercury,,1993,15,15,0.00%,Nearly Unique,5,10,20
Mercury,,1985,11,10,0.00%,Nearly Unique,5,5,15
Mercury,,1984,10,10,0.00%,Nearly Unique,5,5,15
Mercury,,1966,8,5,0.00%,Nearly Unique,5,0,10
Mercury,,1983,8,5,0.00%,Nearly Unique,5,0,10
Mercury,,1960,5,5,0.00%,Nearly Unique,5,0,10
Mercury,,1965,5,5,0.00%,Nearly Unique,5,0,10
Mercury,,1980,5,5,0.00%,Nearly Unique,5,0,10
Mercury,,1982,4,0,0.00%,Nearly Unique,5,0,5
Mercury,,1958,3,0,0.00%,Nearly Unique,5,0,5
Mercury,,1964,3,0,0.00%,Nearly Unique,5,0,5
Mercury,,1953,2,0,0.00%,Nearly Unique,5,0,5
Mercury,,1955,2,0,0.00%,Nearly Unique,5,0,5
Mercury,,1961,2,0,0.00%,Nearly Unique,5,0,5
Mercury,,1962,2,0,0.00%,Nearly Unique,5,0,5
Mercury,,1968,2,0,0.00%,Nearly Unique,5,0,5
Mercury,,1978,2,0,0.00%,Nearly Unique,5,0,5
Mercury,,1936,1,0,0.00%,Unique,5,0,5
Mercury,,1956,1,0,0.00%,Unique,5,0,5
Mercury,,1957,1,0,0.00%,Unique,5,0,5
Mercury,,1959,1,0,0.00%,Unique,5,0,5
Mercury,,1963,1,0,0.00%,Unique,5,0,5
Mercury,,1974,1,0,0.00%,Unique,5,0,5
Mercury,,1976,1,0,0.00%,Unique,5,0,5
Mercury,,1981,1,0,0.00%,Unique,5,0,5
MG,,1974,26,25,0.00%,Nearly Unique,5,20,30
MG,,1973,22,20,0.00%,Nearly Unique,5,15,25
MG,,1972,21,20,0.00%,Nearly Unique,5,15,25
MG,,1975,21,20,0.00%,Nearly Unique,5,15,25
MG,,1971,13,10,0.00%,Nearly Unique,5,5,15
MG,,1959,11,10,0.00%,Nearly Unique,5,5,15
MG,,1969,10,10,0.00%,Nearly Unique,5,5,15
MG,,1980,10,10,0.00%,Nearly Unique,5,5,15
MG,,1966,8,5,0.00%,Nearly Unique,5,0,10
MG,,1997,7,5,0.00%,Nearly Unique,5,0,10
MG,,1964,6,5,0.00%,Nearly Unique,5,0,10
MG,,1965,6,5,0.00%,Nearly Unique,5,0,10
MG,,1967,6,5,0.00%,Nearly Unique,5,0,10
MG,,1979,6,5,0.00%,Nearly Unique,5,0,10
MG,,1961,5,5,0.00%,Nearly Unique,5,0,10
MG,,1962,5,5,0.00%,Nearly Unique,5,0,10
MG,,1968,5,5,0.00%,Nearly Unique,5,0,10
MG,,1976,5,5,0.00%,Nearly Unique,5,0,10
MG,,1953,4,0,0.00%,Nearly Unique,5,0,5
MG,,1960,4,0,0.00%,Nearly Unique,5,0,5
MG,,1963,4,0,0.00%,Nearly Unique,5,0,5
MG,,1957,3,0,0.00%,Nearly Unique,5,0,5
MG,,1958,3,0,0.00%,Nearly Unique,5,0,5
MG,,1978,3,0,0.00%,Nearly Unique,5,0,5
MG,,1950,2,0,0.00%,Nearly Unique,5,0,5
MG,,1956,2,0,0.00%,Nearly Unique,5,0,5
MG,,1970,2,0,0.00%,Nearly Unique,5,0,5
MG,,1977,2,0,0.00%,Nearly Unique,5,0,5
MG,,1951,1,0,0.00%,Unique,5,0,5
MG,,1952,1,0,0.00%,Unique,5,0,5
MG,,1981,1,0,0.00%,Unique,5,0,5
MG,,1982,1,0,0.00%,Unique,5,0,5
MG,,1996,1,0,0.00%,Unique,5,0,5
MG,,1999,1,0,0.00%,Unique,5,0,5
Mini,,1968,1,0,0.00%,Unique,5,0,5
Mini,,1975,1,0,0.00%,Unique,5,0,5
Mini,,1979,1,0,0.00%,Unique,5,0,5
Mini,,1983,1,0,0.00%,Unique,5,0,5
Mini,,1988,1,0,0.00%,Unique,5,0,5
Mini,,1992,1,0,0.00%,Unique,5,0,5
Mini,,1998,1,0,0.00%,Unique,5,0,5
Mitsubishi,,1999,2135,2130,0.14%,Scarce,25,2105,2155
Mitsubishi,,1995,1554,1550,0.11%,Scarce,25,1525,1575
Mitsubishi,,1993,1503,1500,0.10%,Scarce,25,1475,1525
Mitsubishi,,2000,1367,1360,0.09%,Very Scarce,25,1335,1385
Mitsubishi,,1989,1338,1330,0.09%,Very Scarce,25,1305,1355
Mitsubishi,,1991,1284,1280,0.09%,Very Scarce,25,1255,1305
Mitsubishi,,1998,1283,1280,0.09%,Very Scarce,25,1255,1305
Mitsubishi,,1983,1225,1220,0.08%,Very Scarce,25,1195,1245
Mitsubishi,,1988,1201,1200,0.08%,Very Scarce,25,1175,1225
Mitsubishi,,1997,1201,1200,0.08%,Very Scarce,25,1175,1225
Mitsubishi,,1987,1195,1190,0.08%,Very Scarce,25,1165,1215
Mitsubishi,,1990,1174,1170,0.08%,Very Scarce,25,1145,1195
Mitsubishi,,1982,1041,1040,0.07%,Rare,25,1015,1065
Mitsubishi,,1992,1022,1020,0.07%,Rare,25,995,1045
Mitsubishi,,1986,954,950,0.06%,Rare,25,925,975
Mitsubishi,,1981,936,935,0.06%,Rare,25,910,960
Mitsubishi,,1994,929,925,0.06%,Rare,25,900,950
Mitsubishi,,1996,840,840,0.06%,Rare,25,815,865
Mitsubishi,,1980,738,735,0.05%,Rare,25,710,760
Mitsubishi,,1984,691,690,0.05%,Rare,25,665,715
Mitsubishi,,1985,669,665,0.04%,Rare,25,640,690
Mitsubishi,,1979,307,305,0.02%,Very Rare,25,280,330
Mitsubishi,,1978,197,195,0.01%,Extremely Rare,25,170,220
Mitsubishi,,1977,92,90,0.01%,Extremely Rare,5,85,95
Mitsubishi,,1973,49,45,0.00%,Nearly Unique,5,40,50
Mitsubishi,,1974,34,30,0.00%,Nearly Unique,5,25,35
Mitsubishi,,1975,34,30,0.00%,Nearly Unique,5,25,35
Mitsubishi,,1976,15,15,0.00%,Nearly Unique,5,10,20
Mitsubishi,,1972,5,5,0.00%,Nearly Unique,5,0,10
Mitsubishi,,1962,1,0,0.00%,Unique,5,0,5
Mitsubishi,,1971,1,0,0.00%,Unique,5,0,5
Morgan,,1968,1,0,0.00%,Unique,5,0,5
Morgan,,1982,1,0,0.00%,Unique,5,0,5
Morris,,1972,52,50,0.00%,Nearly Unique,5,45,55
Morris,,1974,43,40,0.00%,Nearly Unique,5,35,45
Morris,,1967,40,40,0.00%,Nearly Unique,5,35,45
Morris,,1970,40,40,0.00%,Nearly Unique,5,35,45
Morris,,1969,38,35,0.00%,Nearly Unique,5,30,40
Morris,,1966,32,30,0.00%,Nearly Unique,5,25,35
Morris,,1975,29,25,0.00%,Nearly Unique,5,20,30
Morris,,1981,29,25,0.00%,Nearly Unique,5,20,30
Morris,,1977,28,25,0.00%,Nearly Unique,5,20,30
Morris,,1980,28,25,0.00%,Nearly Unique,5,20,30
Morris,,1965,25,25,0.00%,Nearly Unique,5,20,30
Morris,,1961,24,20,0.00%,Nearly Unique,5,15,25
Morris,,1973,24,20,0.00%,Nearly Unique,5,15,25
Morris,,1963,18,15,0.00%,Nearly Unique,5,10,20
Morris,,1960,17,15,0.00%,Nearly Unique,5,10,20
Morris,,1971,17,15,0.00%,Nearly Unique,5,10,20
Morris,,1968,16,15,0.00%,Nearly Unique,5,10,20
Morris,,1978,16,15,0.00%,Nearly Unique,5,10,20
Morris,,1964,15,15,0.00%,Nearly Unique,5,10,20
Morris,,1979,13,10,0.00%,Nearly Unique,5,5,15
Morris,,1959,10,10,0.00%,Nearly Unique,5,5,15
Morris,,1958,7,5,0.00%,Nearly Unique,5,0,10
Morris,,1962,6,5,0.00%,Nearly Unique,5,0,10
Morris,,1982,5,5,0.00%,Nearly Unique,5,0,10
Morris,,1955,4,0,0.00%,Nearly Unique,5,0,5
Morris,,1946,3,0,0.00%,Nearly Unique,5,0,5
Morris,,1956,3,0,0.00%,Nearly Unique,5,0,5
Morris,,1953,2,0,0.00%,Nearly Unique,5,0,5
Morris,,1957,2,0,0.00%,Nearly Unique,5,0,5
Morris,,1951,1,0,0.00%,Unique,5,0,5
Morris,,1976,1,0,0.00%,Unique,5,0,5
Morris,,1996,1,0,0.00%,Unique,5,0,5
Morris,,1997,1,0,0.00%,Unique,5,0,5
Moto Guzzi,,1992,6,5,0.00%,Nearly Unique,5,0,10
Moto Guzzi,,1989,5,5,0.00%,Nearly Unique,5,0,10
Moto Guzzi,,1983,4,0,0.00%,Nearly Unique,5,0,5
Moto Guzzi,,1991,4,0,0.00%,Nearly Unique,5,0,5
Moto Guzzi,,1969,2,0,0.00%,Nearly Unique,5,0,5
Moto Guzzi,,1972,2,0,0.00%,Nearly Unique,5,0,5
Moto Guzzi,,1986,2,0,0.00%,Nearly Unique,5,0,5
Moto Guzzi,,1993,2,0,0.00%,Nearly Unique,5,0,5
Moto Guzzi,,1973,1,0,0.00%,Unique,5,0,5
Moto Guzzi,,1975,1,0,0.00%,Unique,5,0,5
Moto Guzzi,,1977,1,0,0.00%,Unique,5,0,5
Moto Guzzi,,1988,1,0,0.00%,Unique,5,0,5
Moto Guzzi,,1996,1,0,0.00%,Unique,5,0,5
Moto Guzzi,,1997,1,0,0.00%,Unique,5,0,5
Nash,,1959,1,0,0.00%,Unique,5,0,5
Nash,,1961,1,0,0.00%,Unique,5,0,5
Nash,,1962,1,0,0.00%,Unique,5,0,5
Nash,,1963,1,0,0.00%,Unique,5,0,5
Nissan,,1999,6564,6560,0.44%,Common,100,6460,6660
Nissan,,1998,6156,6150,0.42%,Common,100,6050,6250
Nissan,,1982,5596,5590,0.38%,Common,100,5490,5690
Nissan,,1997,5424,5420,0.36%,Common,100,5320,5520
Nissan,,1983,5086,5080,0.34%,Common,100,4980,5180
Nissan,,1981,3960,3960,0.27%,Common,25,3935,3985
Nissan,,1988,3550,3550,0.24%,Common,25,3525,3575
Nissan,,2000,3215,3210,0.21%,Uncommon,25,3185,3235
Nissan,,1987,3165,3160,0.21%,Uncommon,25,3135,3185
Nissan,,1989,2672,2670,0.18%,Uncommon,25,2645,2695
Nissan,,1984,2586,2580,0.17%,Uncommon,25,2555,2605
Nissan,,1990,2565,2560,0.17%,Uncommon,25,2535,2585
Nissan,,1986,2524,2520,0.17%,Uncommon,25,2495,2545
Nissan,,1996,2474,2470,0.17%,Uncommon,25,2445,2495
Nissan,,1995,2410,2410,0.16%,Uncommon,25,2385,2435
Nissan,,1985,2314,2310,0.15%,Uncommon,25,2285,2335
Nissan,,1980,2109,2100,0.14%,Scarce,25,2075,2125
Nissan,,1992,1995,1990,0.13%,Scarce,25,1965,2015
